category,name,nameZh,nickname,description,descriptionZh,super,property,supersededBy,domain,range,inverseOf,schemaUrl
class,Monday,,,The day of the week between Sunday and Tuesday.,,http://kgs.mykg.ai/DayOfWeek,,,,,,http://schema.org/Monday
class,MonetaryAmount,货币金额,,"A monetary value or range. This type can be used to describe an amount of money such as $50 USD, or a range as in describing a bank account being suitable for a balance between £1,000 and £1,000,000 GBP, or the value of a salary, etc. It is recommended to use <a class=""localLink"" href=""http://schema.org/PriceSpecification"">PriceSpecification</a> Types to describe the price of an Offer, Invoice, etc.",货币数量或范围，用于描述固定金额（例如50美元）、金额范围（如银行账户存款额度范围）或工资的价值等。推荐使用PriceSpecification（价格明细）类别来描述报价和发票的价格。,http://kgs.mykg.ai/StructuredValue,"http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/currency, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/maxValue, http://kgs.mykg.ai/minValue, http://kgs.mykg.ai/name, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url, http://kgs.mykg.ai/validFrom, http://kgs.mykg.ai/validThrough, http://kgs.mykg.ai/value",,,,,http://schema.org/MonetaryAmount
class,MonetaryAmountDistribution,,,A statistical distribution of monetary amounts.,,http://kgs.mykg.ai/QuantitativeValueDistribution,"http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/currency, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/duration, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/median, http://kgs.mykg.ai/name, http://kgs.mykg.ai/percentile10, http://kgs.mykg.ai/percentile25, http://kgs.mykg.ai/percentile75, http://kgs.mykg.ai/percentile90, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/url",,,,,http://schema.org/MonetaryAmountDistribution
class,Mosque,清真寺,礼拜寺,A mosque.,伊斯兰教建筑群体的型制之一，是穆斯林举行礼拜、穆斯林举行宗教功课、举办宗教教育和宣教等活动的中心场所,http://kgs.mykg.ai/PlaceOfWorship,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/name, http://kgs.mykg.ai/openingHours, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url",,,,,http://schema.org/Mosque
class,Motel,汽车旅馆,,"A motel.<br /><br />See also the <a href=""/docs/hotels.html"">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>.",汽车旅馆与一般旅馆最大的不同点在于汽车旅馆提供的停车位与房间相连，一楼当作车库，二楼为房间，这样独门独户为典型的汽车旅馆房间设计,http://kgs.mykg.ai/LodgingBusiness,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alumni, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/areaServed, http://kgs.mykg.ai/audience, http://kgs.mykg.ai/availableLanguage, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/branchOf, http://kgs.mykg.ai/brand, http://kgs.mykg.ai/checkinTime, http://kgs.mykg.ai/checkoutTime, http://kgs.mykg.ai/contactPoint, http://kgs.mykg.ai/contactPoints, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/currenciesAccepted, http://kgs.mykg.ai/department, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/dissolutionDate, http://kgs.mykg.ai/duns, http://kgs.mykg.ai/email, http://kgs.mykg.ai/employee, http://kgs.mykg.ai/employees, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/founder, http://kgs.mykg.ai/founders, http://kgs.mykg.ai/foundingDate, http://kgs.mykg.ai/foundingLocation, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/hasOfferCatalog, http://kgs.mykg.ai/hasPOS, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/legalName, http://kgs.mykg.ai/leiCode, http://kgs.mykg.ai/location, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/makesOffer, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/member, http://kgs.mykg.ai/memberOf, http://kgs.mykg.ai/members, http://kgs.mykg.ai/naics, http://kgs.mykg.ai/name, http://kgs.mykg.ai/numberOfEmployees, http://kgs.mykg.ai/numberOfRooms, http://kgs.mykg.ai/openingHours, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/owns, http://kgs.mykg.ai/parentOrganization, http://kgs.mykg.ai/paymentAccepted, http://kgs.mykg.ai/petsAllowed, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/priceRange, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/seeks, http://kgs.mykg.ai/serviceArea, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/starRating, http://kgs.mykg.ai/subOrganization, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/taxID, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url, http://kgs.mykg.ai/vatID",,,,,http://schema.org/Motel
class,MotorcycleDealer,摩托车行,,A motorcycle dealer.,出售摩托车的店铺,http://kgs.mykg.ai/AutomotiveBusiness,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alumni, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/areaServed, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/branchOf, http://kgs.mykg.ai/brand, http://kgs.mykg.ai/contactPoint, http://kgs.mykg.ai/contactPoints, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/currenciesAccepted, http://kgs.mykg.ai/department, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/dissolutionDate, http://kgs.mykg.ai/duns, http://kgs.mykg.ai/email, http://kgs.mykg.ai/employee, http://kgs.mykg.ai/employees, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/founder, http://kgs.mykg.ai/founders, http://kgs.mykg.ai/foundingDate, http://kgs.mykg.ai/foundingLocation, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/hasOfferCatalog, http://kgs.mykg.ai/hasPOS, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/legalName, http://kgs.mykg.ai/leiCode, http://kgs.mykg.ai/location, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/makesOffer, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/member, http://kgs.mykg.ai/memberOf, http://kgs.mykg.ai/members, http://kgs.mykg.ai/naics, http://kgs.mykg.ai/name, http://kgs.mykg.ai/numberOfEmployees, http://kgs.mykg.ai/openingHours, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/owns, http://kgs.mykg.ai/parentOrganization, http://kgs.mykg.ai/paymentAccepted, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/priceRange, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/seeks, http://kgs.mykg.ai/serviceArea, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/subOrganization, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/taxID, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url, http://kgs.mykg.ai/vatID",,,,,http://schema.org/MotorcycleDealer
class,MotorcycleRepair,摩托车修理店,,A motorcycle repair shop.,摩托车修理店,http://kgs.mykg.ai/AutomotiveBusiness,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alumni, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/areaServed, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/branchOf, http://kgs.mykg.ai/brand, http://kgs.mykg.ai/contactPoint, http://kgs.mykg.ai/contactPoints, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/currenciesAccepted, http://kgs.mykg.ai/department, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/dissolutionDate, http://kgs.mykg.ai/duns, http://kgs.mykg.ai/email, http://kgs.mykg.ai/employee, http://kgs.mykg.ai/employees, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/founder, http://kgs.mykg.ai/founders, http://kgs.mykg.ai/foundingDate, http://kgs.mykg.ai/foundingLocation, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/hasOfferCatalog, http://kgs.mykg.ai/hasPOS, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/legalName, http://kgs.mykg.ai/leiCode, http://kgs.mykg.ai/location, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/makesOffer, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/member, http://kgs.mykg.ai/memberOf, http://kgs.mykg.ai/members, http://kgs.mykg.ai/naics, http://kgs.mykg.ai/name, http://kgs.mykg.ai/numberOfEmployees, http://kgs.mykg.ai/openingHours, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/owns, http://kgs.mykg.ai/parentOrganization, http://kgs.mykg.ai/paymentAccepted, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/priceRange, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/seeks, http://kgs.mykg.ai/serviceArea, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/subOrganization, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/taxID, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url, http://kgs.mykg.ai/vatID",,,,,http://schema.org/MotorcycleRepair
class,Mountain,山,,"A mountain, like Mount Whitney or Mount Everest.",山、山峰或者山脉,http://kgs.mykg.ai/Landform,"http://kgs.mykg.ai/additionalProperty, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/address, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/amenityFeature, http://kgs.mykg.ai/branchCode, http://kgs.mykg.ai/containedIn, http://kgs.mykg.ai/containedInPlace, http://kgs.mykg.ai/containsPlace, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/event, http://kgs.mykg.ai/events, http://kgs.mykg.ai/faxNumber, http://kgs.mykg.ai/geo, http://kgs.mykg.ai/geoContains, http://kgs.mykg.ai/geoCoveredBy, http://kgs.mykg.ai/geoCovers, http://kgs.mykg.ai/geoCrosses, http://kgs.mykg.ai/geoDisjoint, http://kgs.mykg.ai/geoEquals, http://kgs.mykg.ai/geoIntersects, http://kgs.mykg.ai/geoOverlaps, http://kgs.mykg.ai/geoTouches, http://kgs.mykg.ai/geoWithin, http://kgs.mykg.ai/globalLocationNumber, http://kgs.mykg.ai/hasMap, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isicV4, http://kgs.mykg.ai/logo, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/map, http://kgs.mykg.ai/maps, http://kgs.mykg.ai/maximumAttendeeCapacity, http://kgs.mykg.ai/name, http://kgs.mykg.ai/openingHoursSpecification, http://kgs.mykg.ai/photo, http://kgs.mykg.ai/photos, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/publicAccess, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/slogan, http://kgs.mykg.ai/smokingAllowed, http://kgs.mykg.ai/specialOpeningHoursSpecification, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/telephone, http://kgs.mykg.ai/url",,,,,http://schema.org/Mountain
class,MoveAction,动作：移动,,"The act of an agent relocating to a place.<br/><br/><br/><br/>Related actions:<br/><br/><br/><br/><ul><li><a class=""localLink"" href=""http://schema.org/TransferAction"">TransferAction</a>: Unlike TransferAction, the subject of the move is a living Person or Organization rather than an inanimate object.</li></ul>",行为主体位置发生变化的行为，区别于TransferAction的点在于移动的主体是活人或者组织，不是无生命的对象,http://kgs.mykg.ai/Action,"http://kgs.mykg.ai/actionStatus, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/agent, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/description, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/endTime, http://kgs.mykg.ai/error, http://kgs.mykg.ai/fromLocation, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/instrument, http://kgs.mykg.ai/location, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/name, http://kgs.mykg.ai/object, http://kgs.mykg.ai/participant, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/result, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/startTime, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/target, http://kgs.mykg.ai/toLocation, http://kgs.mykg.ai/url",,,,,http://schema.org/MoveAction
class,Movie,电影,,A movie.,是由活动照相术和幻灯放映术结合发展起来的一种连续的影像画面，是一门视觉和听觉的现代艺术，也是一门可以容纳悲喜剧与文学戏剧、摄影、绘画、音乐、舞蹈、文字、雕塑、建筑等多种艺术的现代科技与艺术的综合体。,http://kgs.mykg.ai/CreativeWork,"http://kgs.mykg.ai/about, http://kgs.mykg.ai/accessMode, http://kgs.mykg.ai/accessModeSufficient, http://kgs.mykg.ai/accessibilityAPI, http://kgs.mykg.ai/accessibilityControl, http://kgs.mykg.ai/accessibilityFeature, http://kgs.mykg.ai/accessibilityHazard, http://kgs.mykg.ai/accessibilitySummary, http://kgs.mykg.ai/accountablePerson, http://kgs.mykg.ai/actor, http://kgs.mykg.ai/actors, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alternativeHeadline, http://kgs.mykg.ai/associatedMedia, http://kgs.mykg.ai/audience, http://kgs.mykg.ai/audio, http://kgs.mykg.ai/author, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/character, http://kgs.mykg.ai/citation, http://kgs.mykg.ai/comment, http://kgs.mykg.ai/commentCount, http://kgs.mykg.ai/contentLocation, http://kgs.mykg.ai/contentRating, http://kgs.mykg.ai/contributor, http://kgs.mykg.ai/copyrightHolder, http://kgs.mykg.ai/copyrightYear, http://kgs.mykg.ai/countryOfOrigin, http://kgs.mykg.ai/creator, http://kgs.mykg.ai/dateCreated, http://kgs.mykg.ai/dateModified, http://kgs.mykg.ai/datePublished, http://kgs.mykg.ai/description, http://kgs.mykg.ai/director, http://kgs.mykg.ai/directors, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/discussionUrl, http://kgs.mykg.ai/duration, http://kgs.mykg.ai/editor, http://kgs.mykg.ai/educationalAlignment, http://kgs.mykg.ai/educationalUse, http://kgs.mykg.ai/encoding, http://kgs.mykg.ai/encodingFormat, http://kgs.mykg.ai/encodings, http://kgs.mykg.ai/exampleOfWork, http://kgs.mykg.ai/expires, http://kgs.mykg.ai/fileFormat, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/genre, http://kgs.mykg.ai/hasPart, http://kgs.mykg.ai/headline, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/inLanguage, http://kgs.mykg.ai/interactionStatistic, http://kgs.mykg.ai/interactivityType, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isBasedOn, http://kgs.mykg.ai/isBasedOnUrl, http://kgs.mykg.ai/isFamilyFriendly, http://kgs.mykg.ai/isPartOf, http://kgs.mykg.ai/keywords, http://kgs.mykg.ai/learningResourceType, http://kgs.mykg.ai/license, http://kgs.mykg.ai/locationCreated, http://kgs.mykg.ai/mainEntity, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/material, http://kgs.mykg.ai/mentions, http://kgs.mykg.ai/musicBy, http://kgs.mykg.ai/name, http://kgs.mykg.ai/offers, http://kgs.mykg.ai/position, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/producer, http://kgs.mykg.ai/productionCompany, http://kgs.mykg.ai/provider, http://kgs.mykg.ai/publication, http://kgs.mykg.ai/publisher, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/recordedAt, http://kgs.mykg.ai/releasedEvent, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/schemaVersion, http://kgs.mykg.ai/sourceOrganization, http://kgs.mykg.ai/spatial, http://kgs.mykg.ai/spatialCoverage, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/subtitleLanguage, http://kgs.mykg.ai/temporal, http://kgs.mykg.ai/temporalCoverage, http://kgs.mykg.ai/text, http://kgs.mykg.ai/thumbnailUrl, http://kgs.mykg.ai/timeRequired, http://kgs.mykg.ai/trailer, http://kgs.mykg.ai/translator, http://kgs.mykg.ai/typicalAgeRange, http://kgs.mykg.ai/url, http://kgs.mykg.ai/version, http://kgs.mykg.ai/video, http://kgs.mykg.ai/workExample",,,,,http://schema.org/Movie
class,MovieClip,电影片段,,A short segment/part of a movie.,电影的一部分,http://kgs.mykg.ai/Clip,"http://kgs.mykg.ai/about, http://kgs.mykg.ai/accessMode, http://kgs.mykg.ai/accessModeSufficient, http://kgs.mykg.ai/accessibilityAPI, http://kgs.mykg.ai/accessibilityControl, http://kgs.mykg.ai/accessibilityFeature, http://kgs.mykg.ai/accessibilityHazard, http://kgs.mykg.ai/accessibilitySummary, http://kgs.mykg.ai/accountablePerson, http://kgs.mykg.ai/actor, http://kgs.mykg.ai/actors, http://kgs.mykg.ai/additionalType, http://kgs.mykg.ai/aggregateRating, http://kgs.mykg.ai/alternateName, http://kgs.mykg.ai/alternativeHeadline, http://kgs.mykg.ai/associatedMedia, http://kgs.mykg.ai/audience, http://kgs.mykg.ai/audio, http://kgs.mykg.ai/author, http://kgs.mykg.ai/award, http://kgs.mykg.ai/awards, http://kgs.mykg.ai/character, http://kgs.mykg.ai/citation, http://kgs.mykg.ai/clipNumber, http://kgs.mykg.ai/comment, http://kgs.mykg.ai/commentCount, http://kgs.mykg.ai/contentLocation, http://kgs.mykg.ai/contentRating, http://kgs.mykg.ai/contributor, http://kgs.mykg.ai/copyrightHolder, http://kgs.mykg.ai/copyrightYear, http://kgs.mykg.ai/creator, http://kgs.mykg.ai/dateCreated, http://kgs.mykg.ai/dateModified, http://kgs.mykg.ai/datePublished, http://kgs.mykg.ai/description, http://kgs.mykg.ai/director, http://kgs.mykg.ai/directors, http://kgs.mykg.ai/disambiguatingDescription, http://kgs.mykg.ai/discussionUrl, http://kgs.mykg.ai/editor, http://kgs.mykg.ai/educationalAlignment, http://kgs.mykg.ai/educationalUse, http://kgs.mykg.ai/encoding, http://kgs.mykg.ai/encodingFormat, http://kgs.mykg.ai/encodings, http://kgs.mykg.ai/exampleOfWork, http://kgs.mykg.ai/expires, http://kgs.mykg.ai/fileFormat, http://kgs.mykg.ai/funder, http://kgs.mykg.ai/genre, http://kgs.mykg.ai/hasPart, http://kgs.mykg.ai/headline, http://kgs.mykg.ai/identifier, http://kgs.mykg.ai/image, http://kgs.mykg.ai/inLanguage, http://kgs.mykg.ai/interactionStatistic, http://kgs.mykg.ai/interactivityType, http://kgs.mykg.ai/isAccessibleForFree, http://kgs.mykg.ai/isBasedOn, http://kgs.mykg.ai/isBasedOnUrl, http://kgs.mykg.ai/isFamilyFriendly, http://kgs.mykg.ai/isPartOf, http://kgs.mykg.ai/keywords, http://kgs.mykg.ai/learningResourceType, http://kgs.mykg.ai/license, http://kgs.mykg.ai/locationCreated, http://kgs.mykg.ai/mainEntity, http://kgs.mykg.ai/mainEntityOfPage, http://kgs.mykg.ai/material, http://kgs.mykg.ai/mentions, http://kgs.mykg.ai/musicBy, http://kgs.mykg.ai/name, http://kgs.mykg.ai/offers, http://kgs.mykg.ai/partOfEpisode, http://kgs.mykg.ai/partOfSeason, http://kgs.mykg.ai/partOfSeries, http://kgs.mykg.ai/position, http://kgs.mykg.ai/potentialAction, http://kgs.mykg.ai/producer, http://kgs.mykg.ai/provider, http://kgs.mykg.ai/publication, http://kgs.mykg.ai/publisher, http://kgs.mykg.ai/publishingPrinciples, http://kgs.mykg.ai/recordedAt, http://kgs.mykg.ai/releasedEvent, http://kgs.mykg.ai/review, http://kgs.mykg.ai/reviews, http://kgs.mykg.ai/sameAs, http://kgs.mykg.ai/schemaVersion, http://kgs.mykg.ai/sourceOrganization, http://kgs.mykg.ai/spatial, http://kgs.mykg.ai/spatialCoverage, http://kgs.mykg.ai/sponsor, http://kgs.mykg.ai/subjectOf, http://kgs.mykg.ai/temporal, http://kgs.mykg.ai/temporalCoverage, http://kgs.mykg.ai/text, http://kgs.mykg.ai/thumbnailUrl, http://kgs.mykg.ai/timeRequired, http://kgs.mykg.ai/translator, http://kgs.mykg.ai/typicalAgeRange, http://kgs.mykg.ai/url, http://kgs.mykg.ai/version, http://kgs.mykg.ai/video, http://kgs.mykg.ai/workExample",,,,,http://schema.org/MovieClip
